"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2020,12112,"Indiana",80,"35-78","44.9%","4-17","23.5%","6-9","66.7%",38,13,5,4,7,18
2020,12128,"Maryland",88,"36-69","52.2%","3-15","20.0%","13-18","72.2%",45,23,15,3,11,7
2020,12128,"Penn St.",61,"24-65","36.9%","10-32","31.3%","3-4","75.0%",33,12,5,2,23,13
2020,12124,"Maryland",103,"38-82","46.3%","11-30","36.7%","16-18","88.9%",53,24,14,3,13,14
2020,12124,"Illinois",58,"22-65","33.8%","6-19","31.6%","8-14","57.1%",37,11,7,1,24,13
2020,12077,"Maryland",72,"27-61","44.3%","7-18","38.9%","11-14","78.6%",36,15,8,4,23,23
2020,12077,"Missouri St.",81,"28-67","41.8%","5-15","33.3%","20-30","66.7%",41,11,9,1,14,15
2020,12076,"Davidson",72,"26-71","36.6%","8-29","27.6%","12-23","52.2%",40,12,1,2,15,23
2020,12076,"Maryland",94,"34-68","50.0%","2-16","12.5%","24-31","77.4%",48,13,10,4,10,26
2020,12125,"Maryland",94,"33-61","54.1%","9-19","47.4%","19-21","90.5%",33,26,7,2,5,14
2020,12125,"Minnesota",62,"23-56","41.1%","5-19","26.3%","11-15","73.3%",28,12,1,3,13,15
2020,12109,"Rutgers",87,"33-67","49.3%","10-17","58.8%","11-14","78.6%",41,13,8,3,21,24
2020,12109,"Maryland",91,"29-68","42.6%","11-26","42.3%","22-31","71.0%",37,17,9,2,14,18
2020,12129,"Maryland",83,"29-63","46.0%","7-22","31.8%","18-21","85.7%",32,20,11,4,10,8
2020,12129,"Nebraska",73,"27-65","41.5%","11-26","42.3%","8-10","80.0%",39,17,6,2,19,14
2020,12113,"Michigan St.",87,"34-77","44.2%","10-27","37.0%","9-14","64.3%",41,23,5,5,12,27
2020,12113,"Maryland",93,"27-65","41.5%","6-18","33.3%","33-38","86.8%",44,19,5,6,10,19
2020,12118,"Ohio St.",88,"32-70","45.7%","7-15","46.7%","17-20","85.0%",44,13,11,1,17,16
2020,12118,"Maryland",86,"30-70","42.9%","10-26","38.5%","16-21","76.2%",38,14,8,2,16,17
2020,12122,"Maryland",92,"33-67","49.3%","14-28","50.0%","12-13","92.3%",39,20,13,2,13,22
2020,12122,"Michigan St.",52,"16-47","34.0%","7-19","36.8%","13-16","81.3%",27,10,6,3,24,18
2020,12114,"Maryland",83,"34-77","44.2%","6-22","27.3%","9-9","100.0%",51,20,10,2,8,14
2020,12114,"Purdue",46,"13-54","24.1%","6-24","25.0%","14-21","66.7%",35,5,5,1,17,13
2020,12115,"Minnesota",73,"26-57","45.6%","8-21","38.1%","13-14","92.9%",34,15,3,2,16,16
2020,12115,"Maryland",90,"31-69","44.9%","11-25","44.0%","17-21","81.0%",38,22,7,6,8,13
"2020","12123","Nebraska","73","31-63","49.2%","4-17","23.5%","7-10","70.0%","30","21","3","4","12","12"
"2020","12123","Maryland","95","39-70","55.7%","8-19","42.1%","9-13","69.2%","38","22","6","1","8","14"
